ann_id,work,source_dataset,annotation_type,text,text_clean,t_start,t_end,clip_id,verb,noun,split,participant_id,verb_key,noun_key,verb_category,noun_category,hands,n_verbs,n_nouns,seg_dur_s
P07-20240531-201703-518,HD-EPIC,HD-EPIC,clip-narration,Tip the water out of the yellow container and rinse it under the running water.,tip the water out of the yellow container and rinse it under the running water.,1619.5,1621.23,P07-20240531-201703,tip,water,full,P07,put,water,leave,drinks,,2,3,1.73
P07-20240531-201703-530,HD-EPIC,HD-EPIC,clip-narration,shake the chopping board over the sink to remove excess water,shake the chopping board over the sink to remove excess water,1657.07,1658.98,P07-20240531-201703,shake,chopping board,full,P07,shake,board:chopping,manipulate,utensils,,2,3,1.91
P07-20240531-201703-539,HD-EPIC,HD-EPIC,clip-narration,Turn on the tap by opening the lever and rinse the baking tray under the running water to remove the soap suds.,turn on the tap by opening the lever and rinse the baking tray under the running water to remove the soap suds.,1690.3,1693.61,P07-20240531-201703,turn on,tap,full,P07,turn-on,tap,access,appliances,,4,5,3.31
P07-20240531-201703-588,HD-EPIC,HD-EPIC,clip-narration,pick a spoon up out of the cutlery drawer,pick a spoon up out of the cutlery drawer,1844.21,1845.49,P07-20240531-201703,pick up,spoon,full,P07,take,spoon,retrieve,cutlery,,1,2,1.28
P08-20240613-122900-51,HD-EPIC,HD-EPIC,clip-narration,Watch as coffee drips from espresso machine to espresso cup to make sure it does not overflow.,watch as coffee drips from espresso machine to espresso cup to make sure it does not overflow.,166.32,174.87,P08-20240613-122900,watch,coffee,full,P08,check,coffee,monitor,drinks,,1,3,8.55
P08-20240613-123547-117,HD-EPIC,HD-EPIC,clip-narration,hold tupperware steady with left hand,hold tupperware steady with left hand,604.33,604.78,P08-20240613-123547,hold,tupperware,full,P08,hold,box,manipulate,containers,left hand,1,1,0.45
P08-20240613-123547-143,HD-EPIC,HD-EPIC,clip-narration,point phone on barcode to record nutritional value of olive oil in app,point phone on barcode to record nutritional value of olive oil in app,676.55,680.06,P08-20240613-123547,point,phone,full,P08,put,phone,leave,appliances,,2,4,3.51
P08-20240614-085000-12,HD-EPIC,HD-EPIC,clip-narration,with right hand grab ingredients from kitchen drawer,with right hand grab ingredients from kitchen drawer,32.15,34.02,P08-20240614-085000,grab,ingredients,full,P08,take,recipe,retrieve,other,right hand,1,2,1.87
P08-20240614-085000-271,HD-EPIC,HD-EPIC,clip-narration,with right hand turn off kitchen sink,with right hand turn off kitchen sink,963.56,963.96,P08-20240614-085000,turn off,kitchen sink,full,P08,turn-off,sink,block,furniture,right hand,1,1,0.4
P08-20240614-085000-302,HD-EPIC,HD-EPIC,clip-narration,Turn tap off with right hand. Put sponge back with left hand.,turn tap off with right hand. put sponge back with left hand.,1047.92,1048.71,P08-20240614-085000,turn off,tap,full,P08,turn-off,tap,block,appliances,"right hand, left hand",2,2,0.79
P08-20240614-085000-83,HD-EPIC,HD-EPIC,clip-narration,"With right hand, open kitchen drawer to grab bowl.","with right hand, open kitchen drawer to grab bowl.",303.97,304.81,P08-20240614-085000,open,kitchen drawer,full,P08,open,drawer,access,furniture,right hand,2,2,0.84
P08-20240614-125650-191,HD-EPIC,HD-EPIC,clip-narration,"With both hands, put cutting board down on kitchen counter.","with both hands, put cutting board down on kitchen counter.",505.39,506.55,P08-20240614-125650,put down,cutting board,full,P08,put,board:chopping,leave,utensils,both hands,1,2,1.16
P08-20240614-125650-284,HD-EPIC,HD-EPIC,clip-narration,with right hand open oven door,with right hand open oven door,771.38,772.06,P08-20240614-125650,open,oven door,full,P08,open,cupboard,access,storage,right hand,1,1,0.68
P08-20240614-125650-396,HD-EPIC,HD-EPIC,clip-narration,with right hand pick up sponge,with right hand pick up sponge,1020.59,1021.04,P08-20240614-125650,pick up,sponge,full,P08,take,sponge,retrieve,cleaning equipment and material,right hand,1,1,0.45
P08-20240614-125650-409,HD-EPIC,HD-EPIC,clip-narration,Run container under water to clean from food remnants.,run container under water to clean from food remnants.,1042.19,1047.17,P08-20240614-125650,run,container,full,P08,squeeze,container,manipulate,containers,,2,3,4.98
P08-20240614-184945-1,HD-EPIC,HD-EPIC,clip-narration,"With the right hand, tap the phone screen to begin preparing the app for recording measurements.","with the right hand, tap the phone screen to begin preparing the app for recording measurements.",1.98,3.93,P08-20240614-184945,tap,phone screen,full,P08,pat,phone,sense,appliances,right hand,2,3,1.95
P08-20240614-184945-177,HD-EPIC,HD-EPIC,clip-narration,"With the right hand, move the bowl slightly to the left to make space.","with the right hand, move the bowl slightly to the left to make space.",456.8,457.26,P08-20240614-184945,move,bowl,full,P08,move,bowl,transition,crockery,right hand,1,2,0.46
P08-20240614-184945-186,HD-EPIC,HD-EPIC,clip-narration,"With the left hand, hold the grinder steady again and twist with the right hand.","with the left hand, hold the grinder steady again and twist with the right hand.",470.5,472.18,P08-20240614-184945,hold,grinder,full,P08,close,hand,block,hand,"left hand, right hand",2,1,1.68
P08-20240614-184945-287,HD-EPIC,HD-EPIC,clip-narration,"With the tea towel, wipe the crumbs off the kitchen counter into the left hand.","with the tea towel, wipe the crumbs off the kitchen counter into the left hand.",667.54,670.04,P08-20240614-184945,wipe,tea towel,full,P08,wash,breadcrumb,clean,baked goods and grains,left hand,1,3,2.5
P08-20240614-184945-68,HD-EPIC,HD-EPIC,clip-narration,"With the left hand, open the fridge freezer.","with the left hand, open the fridge freezer.",154.36,155.4,P08-20240614-184945,open,fridge freezer,full,P08,open,fridge,access,appliances,left hand,1,1,1.04
P08-20240617-130401-111,HD-EPIC,HD-EPIC,clip-narration,"With my left hand, pick the cucumber up off scale and bring it to the cutting board to chop.","with my left hand, pick the cucumber up off scale and bring it to the cutting board to chop.",259.83,260.78,P08-20240617-130401,pick up,cucumber,full,P08,take,cucumber,retrieve,vegetables,left hand,3,3,0.95
P08-20240617-130401-125,HD-EPIC,HD-EPIC,clip-narration,"With my right hand, bring the salad bowl slightly to the centre of the kitchen counter.","with my right hand, bring the salad bowl slightly to the centre of the kitchen counter.",301.83,302.2,P08-20240617-130401,bring,salad bowl,full,P08,carry,bowl,transition,crockery,right hand,1,2,0.37
P08-20240617-130401-156,HD-EPIC,HD-EPIC,clip-narration,"With the knife in my right hand, scrape the cherry tomatoes off the cutting board and into the bowl of salad.","with the knife in my right hand, scrape the cherry tomatoes off the cutting board and into the bowl of salad.",370.97,372.18,P08-20240617-130401,scrape,knife,full,P08,scrape,cherry,clean,fruits and nuts,right hand,1,4,1.21
P08-20240617-130401-396,HD-EPIC,HD-EPIC,clip-narration,"With my right hand, pick up the phone and bring it to the left hand to record the measurements of the beans.","with my right hand, pick up the phone and bring it to the left hand to record the measurements of the beans.",1087.59,1089.82,P08-20240617-130401,pick up,phone,full,P08,take,phone,retrieve,appliances,"right hand, left hand",3,2,2.23
P08-20240617-130401-523,HD-EPIC,HD-EPIC,clip-narration,using both hands opening the pack of the plastic sheets,using both hands opening the pack of the plastic sheets,1452.55,1453.69,P08-20240617-130401,open,pack of plastic sheets,full,P08,open,package,access,containers,both hands,1,1,1.14
P08-20240617-130401-68,HD-EPIC,HD-EPIC,clip-narration,Change my mind and want to use more pasta so instead pick up the larger measuring cup with my right hand.,change my mind and want to use more pasta so instead pick up the larger measuring cup with my right hand.,162.7,163.64,P08-20240617-130401,change,more pasta,full,P08,take,cup,retrieve,crockery,right hand,2,2,0.94
P08-20240617-184909-149,HD-EPIC,HD-EPIC,clip-narration,"With my right hand, grab the bag of couscous from the kitchen cabinet and, with my left hand, close the kitchen cabinet.","with my right hand, grab the bag of couscous from the kitchen cabinet and, with my left hand, close the kitchen cabinet.",379.75,380.86,P08-20240617-184909,grab,bag of couscous,full,P08,take,bag,retrieve,containers,"right hand, left hand",2,2,1.11
P08-20240617-184909-378,HD-EPIC,HD-EPIC,clip-narration,"With my right hand, open the kitchen drawer.","with my right hand, open the kitchen drawer.",896.92,898.48,P08-20240617-184909,open,kitchen drawer,full,P08,open,drawer,access,furniture,right hand,1,1,1.56
P08-20240617-184909-433,HD-EPIC,HD-EPIC,clip-narration,Use the spatula to move the vegetables around in the pan.,use the spatula to move the vegetables around in the pan.,1005.54,1008.09,P08-20240617-184909,move,spatula,full,P08,move,salad,transition,prepared food,,1,3,2.55
P08-20240617-184909-514,HD-EPIC,HD-EPIC,clip-narration,"With my left hand, shake the pan to mix the vegetables to make sure all the surfaces of the vegetables are being cooked.","with my left hand, shake the pan to mix the vegetables to make sure all the surfaces of the vegetables are being cooked.",1244.91,1246.02,P08-20240617-184909,shake,pan,full,P08,shake,pan,manipulate,cookware,left hand,2,3,1.11
P08-20240617-184909-620,HD-EPIC,HD-EPIC,clip-narration,"Using the tea towel, wipe the food scraps off of my palm and into the kitchen sink to clean.","using the tea towel, wipe the food scraps off of my palm and into the kitchen sink to clean.",1457.54,1458.36,P08-20240617-184909,wipe,tea towel,full,P08,wash,food,clean,prepared food,,2,4,0.82
P08-20240617-184909-68,HD-EPIC,HD-EPIC,clip-narration,"With my left hand, close the oven door.","with my left hand, close the oven door.",185.35,186.52,P08-20240617-184909,close,oven door,full,P08,close,cupboard,block,storage,left hand,1,1,1.17
P08-20240617-184909-762,HD-EPIC,HD-EPIC,clip-narration,"With both hands, run the pan under the running water to clean off the soap.","with both hands, run the pan under the running water to clean off the soap.",1781.13,1791.12,P08-20240617-184909,run,pan,full,P08,squeeze,pan,manipulate,cookware,both hands,2,3,9.99
P08-20240617-184909-793,HD-EPIC,HD-EPIC,clip-narration,With both hands pull the plate forward.,with both hands pull the plate forward.,1847.82,1848.52,P08-20240617-184909,pull,plate,full,P08,pull,plate,manipulate,crockery,both hands,1,1,0.7
P08-20240618-163547-174,HD-EPIC,HD-EPIC,clip-narration,Put down the bag of garlic and put the garlic cloves down on the cutting board.,put down the bag of garlic and put the garlic cloves down on the cutting board.,436.09,436.9,P08-20240618-163547,put down,bag of garlic,full,P08,put,bag,leave,containers,,1,3,0.81
P08-20240618-163547-186,HD-EPIC,HD-EPIC,clip-narration,"With my right hand, pick up another piece of garlic clove and, with both hands, peel it over the bowl.","with my right hand, pick up another piece of garlic clove and, with both hands, peel it over the bowl.",470.62,477.05,P08-20240618-163547,pick up,another piece of garlic clove,full,P08,take,garlic,retrieve,vegetables,"right hand, both hands",2,2,6.43
P08-20240618-163547-447,HD-EPIC,HD-EPIC,clip-narration,Throw it out in the bowl.,throw it out in the bowl.,1289.51,1290.12,P08-20240618-163547,throw out,mushroom,full,P08,throw,mushroom,leave,vegetables,,1,2,0.61
P08-20240618-163547-471,HD-EPIC,HD-EPIC,clip-narration,"With my right hand, grab a scrap piece of mushroom that fell off and put it back in the metal bowl.","with my right hand, grab a scrap piece of mushroom that fell off and put it back in the metal bowl.",1352.09,1353.95,P08-20240618-163547,grab,scrap piece of mushroom,full,P08,take,bag,retrieve,containers,right hand,2,2,1.86
P08-20240618-163547-544,HD-EPIC,HD-EPIC,clip-narration,"With my left hand, pick up the dish soap.","with my left hand, pick up the dish soap.",1569.87,1570.3,P08-20240618-163547,pick up,dish soap,full,P08,take,plate,retrieve,crockery,left hand,1,1,0.43
P08-20240618-171546-221,HD-EPIC,HD-EPIC,clip-narration,Put the spatula back down on the kitchen counter with my right hand.,put the spatula back down on the kitchen counter with my right hand.,659.92,660.69,P08-20240618-171546,put,spatula,full,P08,put,spatula,leave,utensils,right hand,1,2,0.77
P08-20240620-180825-161,HD-EPIC,HD-EPIC,clip-narration,with left hand put phone down on kitchen counter,with left hand put phone down on kitchen counter,327.27,327.92,P08-20240620-180825,put down,phone,full,P08,put,phone,leave,appliances,left hand,1,2,0.65
P08-20240620-180825-178,HD-EPIC,HD-EPIC,clip-narration,"With both hands, spread chicken apart in bag.","with both hands, spread chicken apart in bag.",365.55,368.6,P08-20240620-180825,spread,chicken,full,P08,apply,chicken,distribute,meat and substitute,both hands,1,2,3.05
P08-20240620-180825-43,HD-EPIC,HD-EPIC,clip-narration,with left hand closed kitchen cabinet to put away.,with left hand closed kitchen cabinet to put away.,79.15,80.35,P08-20240620-180825,put away,kitchen cabinet,full,P08,close,cupboard,block,storage,left hand,2,1,1.2
P08-20240620-180825-431,HD-EPIC,HD-EPIC,clip-narration,"With right hands, move salad bowl slightly to the left.","with right hands, move salad bowl slightly to the left.",1000.83,1001.95,P08-20240620-180825,move,salad bowl,full,P08,move,bowl,transition,crockery,,1,2,1.12
P08-20240620-180825-483,HD-EPIC,HD-EPIC,clip-narration,Put spatula down on kitchen counter.,put spatula down on kitchen counter.,1125.2,1125.77,P08-20240620-180825,put,spatula,full,P08,put,spatula,leave,utensils,,1,2,0.57
P08-20240622-141902-262,HD-EPIC,HD-EPIC,clip-narration,with right hand open drawer and grab cheese and grab grater,with right hand open drawer and grab cheese and grab grater,845.25,846.15,P08-20240622-141902,open,drawer,full,P08,open,drawer,access,furniture,right hand,2,3,0.9
P09-20240621-093545-1073,HD-EPIC,HD-EPIC,clip-narration,Using both my hands to pick up the other chilli halves from the countertop.,using both my hands to pick up the other chilli halves from the countertop.,2077.15,2077.93,P09-20240621-093545,pick up,other chilli halves,full,P09,take,chilli,retrieve,spices and herbs and sauces,both hands,1,2,0.78
P09-20240621-093545-1112,HD-EPIC,HD-EPIC,clip-narration,Opening the cabinet to retract the plate. This is my right hand.,opening the cabinet to retract the plate. this is my right hand.,2197.04,2203.49,P09-20240621-093545,open,cabinet,full,P09,open,cupboard,access,storage,right hand,2,2,6.45
P09-20240621-093545-1148,HD-EPIC,HD-EPIC,clip-narration,making room for the small pot of yogurt held in my left hand using my right hand.,making room for the small pot of yogurt held in my left hand using my right hand.,2249.87,2252.25,P09-20240621-093545,make,room,full,P09,cut,wall,split,furniture,"left hand, right hand",1,2,2.38
P09-20240621-093545-1285,HD-EPIC,HD-EPIC,clip-narration,"moving to the sink with tupperware in hand to rinse it,","moving to the sink with tupperware in hand to rinse it,",2665.63,2666.28,P09-20240621-093545,move to,sink,full,P09,move,sink,transition,furniture,,2,2,0.65
P09-20240621-093545-1379,HD-EPIC,HD-EPIC,clip-narration,lifting the pot from the countertop using my right hand so i can pour the rinsing water on the pot cover,lifting the pot from the countertop using my right hand so i can pour the rinsing water on the pot cover,2813.56,2813.9,P09-20240621-093545,lift,pot,full,P09,lift,pot,retrieve,cookware,right hand,1,4,0.34
P09-20240621-093545-165,HD-EPIC,HD-EPIC,clip-narration,placing the wiped scale on the countertop using my right hand while holding the hand towel in my left hand.,placing the wiped scale on the countertop using my right hand while holding the hand towel in my left hand.,120.77,121.09,P09-20240621-093545,place,wiped scale,full,P09,put,scale,leave,appliances,"right hand, left hand",2,3,0.32
P09-20240621-093545-34,HD-EPIC,HD-EPIC,clip-narration,closing the fridge door using my right hand while holding a pack of chicken breasts in my left hand,closing the fridge door using my right hand while holding a pack of chicken breasts in my left hand,30.95,33.0,P09-20240621-093545,close,fridge door,full,P09,close,cupboard,block,storage,"right hand, left hand",2,2,2.05
P09-20240621-093545-425,HD-EPIC,HD-EPIC,clip-narration,Placing the white chop board on the countertop and reaching for the courgette so that I can cut it.,placing the white chop board on the countertop and reaching for the courgette so that i can cut it.,544.75,545.22,P09-20240621-093545,place,white chop board,full,P09,put,board:chopping,leave,utensils,,2,3,0.47
P09-20240621-093545-469,HD-EPIC,HD-EPIC,clip-narration,Using my left hand to reduce the heat of the hob.,using my left hand to reduce the heat of the hob.,688.68,690.19,P09-20240621-093545,reduce,heat of hob,full,P09,remove,hob,retrieve,appliances,left hand,1,1,1.51
P09-20240621-093545-495,HD-EPIC,HD-EPIC,clip-narration,transferring the colander from my left hand to my right hand so that I can search for the other colander.,transferring the colander from my left hand to my right hand so that i can search for the other colander.,726.19,726.59,P09-20240621-093545,transfer,colander,full,P09,move,colander,transition,utensils,"left hand, right hand",1,2,0.4
P09-20240621-093545-593,HD-EPIC,HD-EPIC,clip-narration,Holding the pot in place using my left hand while stirring the curry paste using my right hand.,holding the pot in place using my left hand while stirring the curry paste using my right hand.,941.29,944.4,P09-20240621-093545,hold,pot,full,P09,mix,curry,merge,prepared food,"left hand, right hand",2,2,3.11
P09-20240621-093545-628,HD-EPIC,HD-EPIC,clip-narration,transferring the can opener from my left hand to my right hand so that i can use it,transferring the can opener from my left hand to my right hand so that i can use it,1085.11,1085.5,P09-20240621-093545,transfer,can opener,full,P09,move,can,transition,containers,"left hand, right hand",1,1,0.39
P09-20240621-093545-670,HD-EPIC,HD-EPIC,clip-narration,Drying both my hands on the napkin.,drying both my hands on the napkin.,1196.39,1196.79,P09-20240621-093545,dry,napkin,full,P09,dry,hand,clean,hand,both hands,1,1,0.4
P09-20240621-093545-684,HD-EPIC,HD-EPIC,clip-narration,picking up the scale using both my hands so that I may wipe the surface.,picking up the scale using both my hands so that i may wipe the surface.,1218.99,1220.66,P09-20240621-093545,pick up,scale,full,P09,take,scale,retrieve,appliances,both hands,2,2,1.67
P09-20240621-093545-74,HD-EPIC,HD-EPIC,clip-narration,tilt the knife block with the right hand,tilt the knife block with the right hand,49.36056,50.30174,P09-20240621-093545,tilt,knife block,full,P09,lift,knife,retrieve,cutlery,right hand,1,1,0.941
P09-20240621-093545-784,HD-EPIC,HD-EPIC,clip-narration,Holding down a chilli using my left hand while I chop the top of it using a knife held in my right hand.,holding down a chilli using my left hand while i chop the top of it using a knife held in my right hand.,1401.13,1403.02,P09-20240621-093545,chop,knife,full,P09,hold,chilli,manipulate,spices and herbs and sauces,"left hand, right hand",2,3,1.89
P09-20240621-093545-793,HD-EPIC,HD-EPIC,clip-narration,Picking up another chilli from the chop board so that I may split it into halves using the knife.,picking up another chilli from the chop board so that i may split it into halves using the knife.,1424.27,1424.88,P09-20240621-093545,pick up,another chilli,full,P09,take,chilli,retrieve,spices and herbs and sauces,,2,4,0.61
P09-20240621-093545-801,HD-EPIC,HD-EPIC,clip-narration,Opening the tin of bamboo shoot by pulling up the cup using my right hand while holding the tin in my left hand.,opening the tin of bamboo shoot by pulling up the cup using my right hand while holding the tin in my left hand.,1438.24,1447.2,P09-20240621-093545,open,tin of bamboo,full,P09,open,can,access,containers,"right hand, left hand",3,3,8.96
P09-20240621-153208-278,HD-EPIC,HD-EPIC,clip-narration,Using the tablespoon in my right hand to scoop some hibiscus drink so I can taste it.,using the tablespoon in my right hand to scoop some hibiscus drink so i can taste it.,791.59,794.59,P09-20240621-153208,scoop,tablespoon,full,P09,scoop,drink,retrieve,drinks,right hand,1,2,3.0
P09-20240621-153208-59,HD-EPIC,HD-EPIC,clip-narration,Using my left hand to scoop hibiscus flowers from the scale surface.,using my left hand to scoop hibiscus flowers from the scale surface.,147.4,148.1,P09-20240621-153208,scoop,hibiscus flowers,full,P09,scoop,leaf,retrieve,vegetables,left hand,1,2,0.7
P09-20240621-153208-67,HD-EPIC,HD-EPIC,clip-narration,stacking the keep cup in my left hand on top of that in my right hand,stacking the keep cup in my left hand on top of that in my right hand,234.79,236.33,P09-20240621-153208,stack,keep cup,full,P09,sort,cup,order,crockery,"left hand, right hand",1,2,1.54
P09-20240621-153208-73-6,HD-EPIC,HD-EPIC,clip-narration,close the cabinet with the left hand,close the cabinet with the left hand,297.791,298.913,P09-20240621-153208,close,cabinet,full,P09,close,cupboard,block,storage,left hand,1,1,1.122
P09-20240622-150155-1070,HD-EPIC,HD-EPIC,clip-narration,"Stirring the saucepan to mix the potato, chicken and cheese together while holding the saucepan by its handle in my left hand.","stirring the saucepan to mix the potato, chicken and cheese together while holding the saucepan by its handle in my left hand.",2037.56,2039.34,P09-20240622-150155,stir,saucepan,full,P09,mix,pan,merge,cookware,left hand,3,5,1.78
P09-20240622-150155-1083,HD-EPIC,HD-EPIC,clip-narration,Using the serving spoon to scoop out mashed potato bits from the Pyrex bowl while my left hand supports the Pyrex bowl.,using the serving spoon to scoop out mashed potato bits from the pyrex bowl while my left hand supports the pyrex bowl.,2064.46,2068.12,P09-20240622-150155,scoop out,serving spoon,full,P09,scoop,potato,retrieve,vegetables,left hand,1,3,3.66
P09-20240622-150155-148,HD-EPIC,HD-EPIC,clip-narration,Using my right hand to add more flour into the bowl on the scale while my left hand holds the bag of flour.,using my right hand to add more flour into the bowl on the scale while my left hand holds the bag of flour.,217.43,218.18,P09-20240622-150155,add,more flour,full,P09,add,flour,merge,baked goods and grains,"right hand, left hand",1,4,0.75
P09-20240622-150155-203,HD-EPIC,HD-EPIC,clip-narration,Scooping out more black pepper using the spoon in my right hand while holding the bottle of black pepper and its cap in my left hand.,scooping out more black pepper using the spoon in my right hand while holding the bottle of black pepper and its cap in my left hand.,281.45,282.62,P09-20240622-150155,scoop out,more black pepper,full,P09,scoop,pepper,retrieve,vegetables,"right hand, left hand",2,4,1.17
P09-20240622-150155-358,HD-EPIC,HD-EPIC,clip-narration,Using my right hand to open up the cabinet so that I can retrieve salt.,using my right hand to open up the cabinet so that i can retrieve salt.,502.56,503.28,P09-20240622-150155,open up,cabinet,full,P09,open,cupboard,access,storage,right hand,1,2,0.72
P09-20240622-150155-541,HD-EPIC,HD-EPIC,clip-narration,Using my left hand to pick up a piece of potato from the counter surface.,using my left hand to pick up a piece of potato from the counter surface.,836.0,836.74,P09-20240622-150155,pick up,piece of potato,full,P09,take,potato,retrieve,vegetables,left hand,1,2,0.74
P09-20240622-150155-709,HD-EPIC,HD-EPIC,clip-narration,Wiping both my hands under the running tap.,wiping both my hands under the running tap.,1079.63,1080.84,P09-20240622-150155,wipe,running tap,full,P09,wash,hand,clean,hand,both hands,1,1,1.21
P09-20240622-154652-160,HD-EPIC,HD-EPIC,clip-narration,I'm using both my hands to place the potato chicken ball in the bowl of breadcrumbs so that I can coat it evenly in breadcrumbs.,i'm using both my hands to place the potato chicken ball in the bowl of breadcrumbs so that i can coat it evenly in breadcrumbs.,228.781,229.59417,P09-20240622-154652,place,potato chicken ball,full,P09,put,dough,leave,baked goods and grains,both hands,1,3,0.813
P09-20240622-154652-218,HD-EPIC,HD-EPIC,clip-narration,Searching for more utensils in the sink using my right hand.,searching for more utensils in the sink using my right hand.,303.599,304.27878,P09-20240622-154652,search for,more utensils,full,P09,search,utensil,monitor,utensils,right hand,1,2,0.68
P09-20240622-154652-261,HD-EPIC,HD-EPIC,clip-narration,placing both bowls in the draining rack in an upside down position using both my hands,placing both bowls in the draining rack in an upside down position using both my hands,356.18,356.74,P09-20240622-154652,place,bowls,full,P09,put,bowl,leave,crockery,both hands,1,3,0.56
P09-20240622-154652-348,HD-EPIC,HD-EPIC,clip-narration,scrubbing the pot held in my left hand using the sponge in my right hand.,scrubbing the pot held in my left hand using the sponge in my right hand.,434.87,437.5,P09-20240622-154652,scrub,pot,full,P09,scrub,pot,clean,cookware,"left hand, right hand",1,2,2.63
P09-20240622-154652-81,HD-EPIC,HD-EPIC,clip-narration,retrieving the chicken potato ball from the egg bowl using my right hand so that I can coat it in breadcrumbs,retrieving the chicken potato ball from the egg bowl using my right hand so that i can coat it in breadcrumbs,84.0,85.2,P09-20240622-154652,retrieve,chicken potato ball,full,P09,take,dough,retrieve,baked goods and grains,right hand,1,3,1.2
P09-20240622-162302-2,HD-EPIC,HD-EPIC,clip-narration,Using my right hand to pick up the pan of Hibiscus drink from the hob.,using my right hand to pick up the pan of hibiscus drink from the hob.,5.11,5.72,P09-20240622-162302,pick up,pan of hibiscus drink,full,P09,take,pan,retrieve,cookware,right hand,1,2,0.61
P09-20240622-162302-45,HD-EPIC,HD-EPIC,clip-narration,Using my right hand to place the sponge on the sink surface while holding the slotted spoon in my left hand so that I can rinse the spoon under the running tap.,using my right hand to place the sponge on the sink surface while holding the slotted spoon in my left hand so that i can rinse the spoon under the running tap.,56.78,57.76,P09-20240622-162302,place,sponge,full,P09,put,sponge,leave,cleaning equipment and material,"right hand, left hand",2,5,0.98
P09-20240622-162302-540,HD-EPIC,HD-EPIC,clip-narration,rinsing the slotted spoon held in my left hand using both my hands,rinsing the slotted spoon held in my left hand using both my hands,935.63,938.15,P09-20240622-162302,rinse,slotted spoon,full,P09,wash,spoon,clean,cutlery,"left hand, both hands",1,1,2.52
P09-20240622-162302-563,HD-EPIC,HD-EPIC,clip-narration,picking up a rag from the counter surface using my left hand so that I can place it on the rack.,picking up a rag from the counter surface using my left hand so that i can place it on the rack.,984.53,985.21,P09-20240622-162302,pick up,rag,full,P09,take,cloth,retrieve,cleaning equipment and material,left hand,1,3,0.68
P09-20240622-194642-123,HD-EPIC,HD-EPIC,clip-narration,using my right hand to open the fridge,using my right hand to open the fridge,162.61,165.09,P09-20240622-194642,open,fridge,full,P09,open,fridge,access,appliances,right hand,1,1,2.48
P09-20240622-194642-136,HD-EPIC,HD-EPIC,clip-narration,Catching the fridge door in place using my left hand and opening it completely using my left hand.,catching the fridge door in place using my left hand and opening it completely using my left hand.,182.17,182.97,P09-20240622-194642,catch,fridge door,full,P09,take,cupboard,retrieve,storage,left hand,2,1,0.8
P09-20240623-120359-1013,HD-EPIC,HD-EPIC,clip-narration,Using my right hand to store the can opener in a basket on the counter surface.,using my right hand to store the can opener in a basket on the counter surface.,2705.38,2706.22,P09-20240623-120359,store,can opener,full,P09,put,can,leave,containers,right hand,1,3,0.84
P09-20240623-120359-1067,HD-EPIC,HD-EPIC,clip-narration,Picking the sponge from the counter surface using my right hand while holding the green chop board in my left hand.,picking the sponge from the counter surface using my right hand while holding the green chop board in my left hand.,2813.2,2814.02,P09-20240623-120359,pick,sponge,full,P09,take,sponge,retrieve,cleaning equipment and material,"right hand, left hand",2,3,0.82
P09-20240623-120359-1142,HD-EPIC,HD-EPIC,clip-narration,Picking up the napkin from the counter surface using my right hand.,picking up the napkin from the counter surface using my right hand.,2925.44,2925.91,P09-20240623-120359,pick up,napkin,full,P09,take,napkin,retrieve,materials,right hand,1,2,0.47
P09-20240623-120359-1423,HD-EPIC,HD-EPIC,clip-narration,Picking up the tupperware from the counter surface using my right hand.,picking up the tupperware from the counter surface using my right hand.,3524.17,3524.96,P09-20240623-120359,pick up,tupperware,full,P09,take,box,retrieve,containers,right hand,1,2,0.79
P09-20240623-120359-163,HD-EPIC,HD-EPIC,clip-narration,placing the saucepan lid on the counter surface using my right hand.,placing the saucepan lid on the counter surface using my right hand.,602.57,603.22,P09-20240623-120359,place,saucepan lid,full,P09,put,pan,leave,cookware,right hand,1,2,0.65
P09-20240623-120359-504,HD-EPIC,HD-EPIC,clip-narration,Retrieving a green chop board from the drawer using my right hand.,retrieving a green chop board from the drawer using my right hand.,1518.64,1519.04,P09-20240623-120359,retrieve,green chop board,full,P09,take,board:chopping,retrieve,utensils,right hand,1,2,0.4
P09-20240623-120359-729,HD-EPIC,HD-EPIC,clip-narration,Using my right hand to pour some washing up liquid from the bottle into the bowl in my left hand so that I can wash it.,using my right hand to pour some washing up liquid from the bottle into the bowl in my left hand so that i can wash it.,1941.89,1942.82,P09-20240623-120359,pour,some washing up liquid,full,P09,pour,liquid,merge,other,"right hand, left hand",1,3,0.93
P09-20240623-120359-738,HD-EPIC,HD-EPIC,clip-narration,Using my left hand to lift the lid of the coconut milk tin while holding the tin in my right hand.,using my left hand to lift the lid of the coconut milk tin while holding the tin in my right hand.,1953.74,1954.99,P09-20240623-120359,lift,lid of coconut milk tin,full,P09,lift,lid,retrieve,containers,"left hand, right hand",2,2,1.25
P09-20240623-120359-758,HD-EPIC,HD-EPIC,clip-narration,Walking towards the counter to begin blending.,walking towards the counter to begin blending.,2005.27,2006.9,P09-20240623-120359,walk towards,counter,full,P09,transition,top,transition,furniture,,2,1,1.63
P09-20240623-153748-102,HD-EPIC,HD-EPIC,clip-narration,Using my left hand to close the cabinet.,using my left hand to close the cabinet.,256.42,258.52,P09-20240623-153748,close,cabinet,full,P09,close,cupboard,block,storage,left hand,1,1,2.1
