ann_id,annotation_type,stream,text,text_zh,t_start,t_end,clip_id,verb,noun,verb_category,work,source_dataset,split,text_clean,seg_dur_s
prim:scene_03__A007++seq__1c03f4a45689cf1478c5__2023-04-21-09-40-51:10,atomic-substep,primitive_task,Heat the experiment substance A in the beaker with alcohol lamp.,使用酒精灯在烧杯中加热实验物质A。,76.592,79.292,scene_03__A007++seq__1c03f4a45689cf1478c5__2023-04-21-09-40-51,heat,substance,manipulate,OakInk2,OakInk2,full,heat the experiment substance a in the beaker with alcohol lamp.,2.7
prim:scene_03__A007++seq__1c03f4a45689cf1478c5__2023-04-21-09-40-51:3,atomic-substep,primitive_task,Rearrange the large white narrow-mouth bottle from one position to another position.,将大的白色窄口瓶从一个位置移动到另一个位置。,54.942,58.308,scene_03__A007++seq__1c03f4a45689cf1478c5__2023-04-21-09-40-51,rearrange,bottle,manipulate,OakInk2,OakInk2,full,rearrange the large white narrow-mouth bottle from one position to another position.,3.366
prim:scene_03__A007++seq__1c03f4a45689cf1478c5__2023-04-21-09-40-51:8,atomic-substep,primitive_task,Uncap the alcohol burner.,移除酒精灯灯帽,65.75,68.917,scene_03__A007++seq__1c03f4a45689cf1478c5__2023-04-21-09-40-51,uncap,burner,access,OakInk2,OakInk2,full,uncap the alcohol burner.,3.167
prim:scene_03__A007++seq__1c5d6079fefe79cd077d__2023-04-20-16-30-36:0,atomic-substep,primitive_task,Shake experiment substances in the beaker.,在烧杯中摇晃实验物质。,5.167,9.975,scene_03__A007++seq__1c5d6079fefe79cd077d__2023-04-20-16-30-36,shake,substances,manipulate,OakInk2,OakInk2,full,shake experiment substances in the beaker.,4.808
prim:scene_03__A007++seq__211a2995b00d0ea95996__2023-04-21-09-45-45:9,atomic-substep,primitive_task,Uncap the alcohol burner.,移除酒精灯灯帽,72.192,73.992,scene_03__A007++seq__211a2995b00d0ea95996__2023-04-21-09-45-45,uncap,burner,access,OakInk2,OakInk2,full,uncap the alcohol burner.,1.8
prim:scene_03__A007++seq__28f0e685273ac07a26d8__2023-04-20-14-40-03:2,atomic-substep,primitive_task,Heat experiment substances in the test tube with alcohol lamp.,使用酒精灯在试管中加热实验物质,18.55,25.358,scene_03__A007++seq__28f0e685273ac07a26d8__2023-04-20-14-40-03,heat,substances,manipulate,OakInk2,OakInk2,full,heat experiment substances in the test tube with alcohol lamp.,6.808
prim:scene_03__A007++seq__2bae9f0f317c19cd1b5d__2023-05-15-20-32-31:0,atomic-substep,primitive_task,Remove the test tube from the rack.,从试管架上取下试管。,6.275,8.008,scene_03__A007++seq__2bae9f0f317c19cd1b5d__2023-05-15-20-32-31,remove,tube,manipulate,OakInk2,OakInk2,full,remove the test tube from the rack.,1.733
prim:scene_03__A007++seq__2bae9f0f317c19cd1b5d__2023-05-15-20-32-31:15,atomic-substep,primitive_task,Use the holder to place the test tube on the rack.,用试管夹将试管放置在试管架上,106.675,112.017,scene_03__A007++seq__2bae9f0f317c19cd1b5d__2023-05-15-20-32-31,use,holder,manipulate,OakInk2,OakInk2,full,use the holder to place the test tube on the rack.,5.342
prim:scene_03__A007++seq__2bae9f0f317c19cd1b5d__2023-05-15-20-32-31:18,atomic-substep,primitive_task,Pour the experiment substance B from the green and yellow striped bottle to the beaker.,将实验物质B从一个黄绿条纹瓶倒入另一个烧杯。,133.667,141.233,scene_03__A007++seq__2bae9f0f317c19cd1b5d__2023-05-15-20-32-31,pour,b,merge,OakInk2,OakInk2,full,pour the experiment substance b from the green and yellow striped bottle to the beaker.,7.566
prim:scene_03__A007++seq__2ddc8259370decb8672e__2023-04-20-15-30-01:4,atomic-substep,primitive_task,Heat experiment substances in the test tube with alcohol lamp.,使用酒精灯在试管中加热实验物质,40.983,47.958,scene_03__A007++seq__2ddc8259370decb8672e__2023-04-20-15-30-01,heat,substances,manipulate,OakInk2,OakInk2,full,heat experiment substances in the test tube with alcohol lamp.,6.975
prim:scene_03__A007++seq__3680e9111f1211099630__2023-04-20-15-47-28:1,atomic-substep,primitive_task,Uncap the alcohol burner.,移除酒精灯灯帽,11.5,13.833,scene_03__A007++seq__3680e9111f1211099630__2023-04-20-15-47-28,uncap,burner,access,OakInk2,OakInk2,full,uncap the alcohol burner.,2.333
prim:scene_03__A007++seq__38754d477e531bf5aa62__2023-04-21-09-50-42:1,atomic-substep,primitive_task,Pour the experiment substance A from the large white narrow-mouth bottle to the beaker.,将实验物质A从一个大的白色窄口瓶倒入另一个烧杯。,22.217,34.425,scene_03__A007++seq__38754d477e531bf5aa62__2023-04-21-09-50-42,pour,substance,merge,OakInk2,OakInk2,full,pour the experiment substance a from the large white narrow-mouth bottle to the beaker.,12.208
prim:scene_03__A007++seq__39e5ee70d56b9e9652da__2023-05-15-20-24-49:14,atomic-substep,primitive_task,Rearrange the alcohol burner from one position to another position.,将酒精灯从一个位置移动到另一个位置。,99.292,101.892,scene_03__A007++seq__39e5ee70d56b9e9652da__2023-05-15-20-24-49,rearrange,burner,manipulate,OakInk2,OakInk2,full,rearrange the alcohol burner from one position to another position.,2.6
prim:scene_03__A007++seq__39e5ee70d56b9e9652da__2023-05-15-20-24-49:19,atomic-substep,primitive_task,Pour the experiment substance B from the green and yellow striped bottle to the beaker.,将实验物质B从一个黄绿条纹瓶倒入另一个烧杯。,142.358,149.858,scene_03__A007++seq__39e5ee70d56b9e9652da__2023-05-15-20-24-49,pour,b,merge,OakInk2,OakInk2,full,pour the experiment substance b from the green and yellow striped bottle to the beaker.,7.5
prim:scene_03__A007++seq__39e5ee70d56b9e9652da__2023-05-15-20-24-49:22,atomic-substep,primitive_task,Stir the mixture of experiment substance C and experiment substance D in the beaker with the glass rod.,在烧杯中用玻璃棒搅拌实验物质C与实验物质D的混合物。,166.442,178.183,scene_03__A007++seq__39e5ee70d56b9e9652da__2023-05-15-20-24-49,stir,mixture,merge,OakInk2,OakInk2,full,stir the mixture of experiment substance c and experiment substance d in the beaker with the glass rod.,11.741
prim:scene_03__A007++seq__41d8394b4defeec0ad76__2023-04-20-16-41-15:5,atomic-substep,primitive_task,Stir experiment substances in the beaker with the glass rod.,在烧杯中用玻璃棒搅拌实验物质。,40.892,51.5,scene_03__A007++seq__41d8394b4defeec0ad76__2023-04-20-16-41-15,stir,substances,merge,OakInk2,OakInk2,full,stir experiment substances in the beaker with the glass rod.,10.608
prim:scene_03__A007++seq__43581fd7e57e148306e4__2023-04-19-11-29-48:1,atomic-substep,primitive_task,Pour experiment substances from the beaker to the test tube.,将实验物质从一个烧杯倒入另一个试管。,7.2,21.083,scene_03__A007++seq__43581fd7e57e148306e4__2023-04-19-11-29-48,pour,substances,merge,OakInk2,OakInk2,full,pour experiment substances from the beaker to the test tube.,13.883
prim:scene_03__A007++seq__43581fd7e57e148306e4__2023-04-19-11-29-48:4,atomic-substep,primitive_task,Ignite the alcohol burner with the ignitor.,点燃酒精灯,32.233,38.592,scene_03__A007++seq__43581fd7e57e148306e4__2023-04-19-11-29-48,ignite,burner,access,OakInk2,OakInk2,full,ignite the alcohol burner with the ignitor.,6.359
prim:scene_03__A007++seq__494ca08cc4bc8ec2ccba__2023-04-20-14-49-35:0,atomic-substep,primitive_task,Rearrange the alcohol burner from one position to another position.,将酒精灯从一个位置移动到另一个位置。,8.117,11.117,scene_03__A007++seq__494ca08cc4bc8ec2ccba__2023-04-20-14-49-35,rearrange,burner,manipulate,OakInk2,OakInk2,full,rearrange the alcohol burner from one position to another position.,3.0
prim:scene_03__A007++seq__639d4665846c3affb1cc__2023-04-20-16-44-08:2,atomic-substep,primitive_task,Rearrange the alcohol burner from one position to another position.,将酒精灯从一个位置移动到另一个位置。,19.408,24.342,scene_03__A007++seq__639d4665846c3affb1cc__2023-04-20-16-44-08,rearrange,burner,manipulate,OakInk2,OakInk2,full,rearrange the alcohol burner from one position to another position.,4.934
prim:scene_03__A007++seq__71249a288dcbc7de02a5__2023-04-19-11-24-41:5,atomic-substep,primitive_task,Place the test tube on the rack.,将试管放置在试管架上。,23.617,29.425,scene_03__A007++seq__71249a288dcbc7de02a5__2023-04-19-11-24-41,place,tube,leave,OakInk2,OakInk2,full,place the test tube on the rack.,5.808
prim:scene_03__A007++seq__7e7aa43a16d7e7db01c6__2023-04-20-14-28-51:1,atomic-substep,primitive_task,Heat experiment substances in the beaker with alcohol lamp.,使用酒精灯在烧杯中加热实验物质。,14.375,17.842,scene_03__A007++seq__7e7aa43a16d7e7db01c6__2023-04-20-14-28-51,heat,substances,manipulate,OakInk2,OakInk2,full,heat experiment substances in the beaker with alcohol lamp.,3.467
prim:scene_03__A007++seq__824966397a38080ca844__2023-04-20-15-39-19:2,atomic-substep,primitive_task,Remove the test tube from the rack.,从试管架上取下试管。,22.717,25.05,scene_03__A007++seq__824966397a38080ca844__2023-04-20-15-39-19,remove,tube,manipulate,OakInk2,OakInk2,full,remove the test tube from the rack.,2.333
prim:scene_03__A007++seq__847bac7674f4586680bd__2023-04-19-11-41-52:0,atomic-substep,primitive_task,Remove the test tube from the rack.,从试管架上取下试管。,5.942,7.308,scene_03__A007++seq__847bac7674f4586680bd__2023-04-19-11-41-52,remove,tube,manipulate,OakInk2,OakInk2,full,remove the test tube from the rack.,1.366
prim:scene_03__A007++seq__8dc850cde33bfcf5a096__2023-04-19-10-53-08:1,atomic-substep,primitive_task,Uncap the alcohol burner.,移除酒精灯灯帽,8.958,15.525,scene_03__A007++seq__8dc850cde33bfcf5a096__2023-04-19-10-53-08,uncap,burner,access,OakInk2,OakInk2,full,uncap the alcohol burner.,6.567
prim:scene_03__A007++seq__a78a0fbbf252b529d85c__2023-04-21-09-23-18:2,atomic-substep,primitive_task,Remove the test tube from the rack.,从试管架上取下试管。,29.217,30.808,scene_03__A007++seq__a78a0fbbf252b529d85c__2023-04-21-09-23-18,remove,tube,manipulate,OakInk2,OakInk2,full,remove the test tube from the rack.,1.591
prim:scene_03__A007++seq__a78a0fbbf252b529d85c__2023-04-21-09-23-18:4,atomic-substep,primitive_task,Shake experiment substances in the test tube.,在试管中摇晃实验物质。,40.458,45.825,scene_03__A007++seq__a78a0fbbf252b529d85c__2023-04-21-09-23-18,shake,substances,manipulate,OakInk2,OakInk2,full,shake experiment substances in the test tube.,5.367
prim:scene_03__A007++seq__b4d4456ced6f3803440c__2023-04-19-11-32-19:2,atomic-substep,primitive_task,Place the glass rod on the rack.,将玻璃棒放置在试管架上。,13.233,16.067,scene_03__A007++seq__b4d4456ced6f3803440c__2023-04-19-11-32-19,place,rod,leave,OakInk2,OakInk2,full,place the glass rod on the rack.,2.834
prim:scene_03__A007++seq__b4d4456ced6f3803440c__2023-04-19-11-32-19:4,atomic-substep,primitive_task,Pour experiment substances from the beaker to the test tube.,将实验物质从一个烧杯倒入另一个试管。,20.033,32.417,scene_03__A007++seq__b4d4456ced6f3803440c__2023-04-19-11-32-19,pour,substances,merge,OakInk2,OakInk2,full,pour experiment substances from the beaker to the test tube.,12.384
prim:scene_03__A007++seq__b4fca9769ed69768fdcd__2023-04-19-11-27-31:5,atomic-substep,primitive_task,Remove the test tube from the holder,从试管夹上取下试管,36.117,38.725,scene_03__A007++seq__b4fca9769ed69768fdcd__2023-04-19-11-27-31,remove,tube,manipulate,OakInk2,OakInk2,full,remove the test tube from the holder,2.608
prim:scene_03__A007++seq__be6fa80f2e90344ced79__2023-04-20-16-14-13:0,atomic-substep,primitive_task,Remove the test tube from the rack.,从试管架上取下试管。,6.833,8.6,scene_03__A007++seq__be6fa80f2e90344ced79__2023-04-20-16-14-13,remove,tube,manipulate,OakInk2,OakInk2,full,remove the test tube from the rack.,1.767
prim:scene_03__A007++seq__be6fa80f2e90344ced79__2023-04-20-16-14-13:1,atomic-substep,primitive_task,Hold the test tube to the position.,用手抓握试管并保持位置。,8.6,13.2,scene_03__A007++seq__be6fa80f2e90344ced79__2023-04-20-16-14-13,hold,tube,retrieve,OakInk2,OakInk2,full,hold the test tube to the position.,4.6
prim:scene_03__A007++seq__c56852334cd7ee5ec868__2023-04-21-09-37-08:1,atomic-substep,primitive_task,Pour the experiment substance A from the large white narrow-mouth bottle to the beaker.,将实验物质A从一个大的白色窄口瓶倒入另一个烧杯。,23.308,45.417,scene_03__A007++seq__c56852334cd7ee5ec868__2023-04-21-09-37-08,pour,substance,merge,OakInk2,OakInk2,full,pour the experiment substance a from the large white narrow-mouth bottle to the beaker.,22.109
prim:scene_03__A007++seq__c56852334cd7ee5ec868__2023-04-21-09-37-08:6,atomic-substep,primitive_task,Rearrange the alcohol burner from one position to another position.,将酒精灯从一个位置移动到另一个位置。,62.333,64.967,scene_03__A007++seq__c56852334cd7ee5ec868__2023-04-21-09-37-08,rearrange,burner,manipulate,OakInk2,OakInk2,full,rearrange the alcohol burner from one position to another position.,2.634
prim:scene_03__A007++seq__cf2f1ac93b0f3ef6c6fa__2023-04-20-15-50-45:3,atomic-substep,primitive_task,Rearrange the alcohol burner from one position to another position.,将酒精灯从一个位置移动到另一个位置。,22.117,25.258,scene_03__A007++seq__cf2f1ac93b0f3ef6c6fa__2023-04-20-15-50-45,rearrange,burner,manipulate,OakInk2,OakInk2,full,rearrange the alcohol burner from one position to another position.,3.141
prim:scene_03__A007++seq__cf2f1ac93b0f3ef6c6fa__2023-04-20-15-50-45:4,atomic-substep,primitive_task,Heat experiment substances in the beaker with alcohol lamp.,使用酒精灯在烧杯中加热实验物质。,28.458,31.525,scene_03__A007++seq__cf2f1ac93b0f3ef6c6fa__2023-04-20-15-50-45,heat,substances,manipulate,OakInk2,OakInk2,full,heat experiment substances in the beaker with alcohol lamp.,3.067
prim:scene_03__A007++seq__cffb94f7d9de086d3604__2023-04-20-15-33-14:4,atomic-substep,primitive_task,Place the test tube on the rack.,将试管放置在试管架上。,47.625,51.292,scene_03__A007++seq__cffb94f7d9de086d3604__2023-04-20-15-33-14,place,tube,leave,OakInk2,OakInk2,full,place the test tube on the rack.,3.667
prim:scene_03__A007++seq__d4caf5e54f1c91438b57__2023-05-15-20-39-39:6,atomic-substep,primitive_task,Remove the glass rod from the rack.,从试管架上取下玻璃棒。,85.192,88.467,scene_03__A007++seq__d4caf5e54f1c91438b57__2023-05-15-20-39-39,remove,rod,manipulate,OakInk2,OakInk2,full,remove the glass rod from the rack.,3.275
prim:scene_03__A007++seq__d7a44b718fe2255fd66e__2023-04-20-16-50-37:6,atomic-substep,primitive_task,Shake experiment substances in the test tube.,在试管中摇晃实验物质。,46.308,51.842,scene_03__A007++seq__d7a44b718fe2255fd66e__2023-04-20-16-50-37,shake,substances,manipulate,OakInk2,OakInk2,full,shake experiment substances in the test tube.,5.534
prim:scene_03__A007++seq__fac912c78b870666a08a__2023-04-19-11-35-35:4,atomic-substep,primitive_task,Rearrange the alcohol burner from one position to another position.,将酒精灯从一个位置移动到另一个位置。,22.375,26.775,scene_03__A007++seq__fac912c78b870666a08a__2023-04-19-11-35-35,rearrange,burner,manipulate,OakInk2,OakInk2,full,rearrange the alcohol burner from one position to another position.,4.4
prim:scene_03__A007++seq__ff220c4666f169c19334__2023-04-19-11-43-56:2,atomic-substep,primitive_task,Use the holder to hold the test tube.,用试管夹夹住试管,9.883,13.35,scene_03__A007++seq__ff220c4666f169c19334__2023-04-19-11-43-56,use,holder,manipulate,OakInk2,OakInk2,full,use the holder to hold the test tube.,3.467
prim:scene_03__A008++seq__667a8e2bc0c080980b80__2023-05-09-19-58-57:3,atomic-substep,primitive_task,Place the glass rod on the rack.,将玻璃棒放置在试管架上。,37.317,47.192,scene_03__A008++seq__667a8e2bc0c080980b80__2023-05-09-19-58-57,place,rod,leave,OakInk2,OakInk2,full,place the glass rod on the rack.,9.875
prim:scene_03__A008++seq__667a8e2bc0c080980b80__2023-05-09-19-58-57:4,atomic-substep,primitive_task,Place asbestos mesh onto the tripod.,堆叠加热用的石棉网,52.067,60.033,scene_03__A008++seq__667a8e2bc0c080980b80__2023-05-09-19-58-57,place,mesh,leave,OakInk2,OakInk2,full,place asbestos mesh onto the tripod.,7.966
prim:scene_03__A008++seq__e626d4fa0c73c5198a59__2023-04-23-11-16-48:3,atomic-substep,primitive_task,Heat experiment substances in the test tube with alcohol lamp.,使用酒精灯在试管中加热实验物质,18.0,22.567,scene_03__A008++seq__e626d4fa0c73c5198a59__2023-04-23-11-16-48,heat,substances,manipulate,OakInk2,OakInk2,full,heat experiment substances in the test tube with alcohol lamp.,4.567
prim:scene_04__A001++seq__1b46da0a2670ac31842a__2023-04-27-19-50-59:3,atomic-substep,primitive_task,Flip close the cap of the tooth paste tube.,合上牙膏的盖子,22.308,36.725,scene_04__A001++seq__1b46da0a2670ac31842a__2023-04-27-19-50-59,flip,cap,manipulate,OakInk2,OakInk2,full,flip close the cap of the tooth paste tube.,14.417
prim:scene_04__A001++seq__24d76506f00b476483ec__2023-04-27-19-49-01:0,atomic-substep,primitive_task,Flip open the cap of the tooth paste tube.,翻开牙膏的盖子,9.958,19.367,scene_04__A001++seq__24d76506f00b476483ec__2023-04-27-19-49-01,flip,cap,manipulate,OakInk2,OakInk2,full,flip open the cap of the tooth paste tube.,9.409
prim:scene_04__A004++seq__eb95751017ecdcf1942d__2023-04-26-19-01-08:2,atomic-substep,primitive_task,Squeeze tooth paste onto the tooth brush.,将牙膏挤到牙刷上,16.842,24.883,scene_04__A004++seq__eb95751017ecdcf1942d__2023-04-26-19-01-08,squeeze,paste,manipulate,OakInk2,OakInk2,full,squeeze tooth paste onto the tooth brush.,8.041
prim:scene_04__A005++seq__5d49e661a8fd8b21f4e1__2023-04-25-20-21-13:3,atomic-substep,primitive_task,Squeeze tooth paste onto the tooth brush.,将牙膏挤到牙刷上,22.883,29.15,scene_04__A005++seq__5d49e661a8fd8b21f4e1__2023-04-25-20-21-13,squeeze,paste,manipulate,OakInk2,OakInk2,full,squeeze tooth paste onto the tooth brush.,6.267
prim:scene_04__A005++seq__5d49e661a8fd8b21f4e1__2023-04-25-20-21-13:4,atomic-substep,primitive_task,Rearrange the toothbrush from one position to another position.,将牙刷从一个位置移动到另一个位置。,29.15,31.417,scene_04__A005++seq__5d49e661a8fd8b21f4e1__2023-04-25-20-21-13,rearrange,toothbrush,manipulate,OakInk2,OakInk2,full,rearrange the toothbrush from one position to another position.,2.267
prim:scene_04__A005++seq__d41bc19324e0d1ed05c3__2023-04-20-11-07-09:1,atomic-substep,primitive_task,Squeeze tooth paste onto the tooth brush.,将牙膏挤到牙刷上,12.342,22.108,scene_04__A005++seq__d41bc19324e0d1ed05c3__2023-04-20-11-07-09,squeeze,paste,manipulate,OakInk2,OakInk2,full,squeeze tooth paste onto the tooth brush.,9.766
prim:scene_04__A007++seq__3841334c17e591cb9968__2023-04-19-10-32-34:1,atomic-substep,primitive_task,Squeeze tooth paste onto the tooth brush.,将牙膏挤到牙刷上,11.617,20.625,scene_04__A007++seq__3841334c17e591cb9968__2023-04-19-10-32-34,squeeze,paste,manipulate,OakInk2,OakInk2,full,squeeze tooth paste onto the tooth brush.,9.008
recipe:scene_01__A001++seq__178ef1f9fed87514a792__2023-04-27-20-10-13:0,task-instruction,recipe_step,Three spoonfuls of detergent is transferred into the plate.,,,,scene_01__A001++seq__178ef1f9fed87514a792__2023-04-27-20-10-13,three,spoonfuls,manipulate,OakInk2,OakInk2,full,three spoonfuls of detergent is transferred into the plate.,
recipe:scene_01__A003++seq__073013b056465055373f__2023-04-18-09-53-09:1,task-instruction,recipe_step,The tablewares are in position.,,,,scene_01__A003++seq__073013b056465055373f__2023-04-18-09-53-09,the,are,manipulate,OakInk2,OakInk2,full,the tablewares are in position.,
recipe:scene_01__A003++seq__0b3a0a3dba029a07ad90__2023-04-21-19-16-37:1,task-instruction,recipe_step,The slices have half a small cup of salt on the surface for flavor.,,,,scene_01__A003++seq__0b3a0a3dba029a07ad90__2023-04-21-19-16-37,the,cup,manipulate,OakInk2,OakInk2,full,the slices have half a small cup of salt on the surface for flavor.,
recipe:scene_01__A003++seq__1eccd6dfd6b93888e9d1__2023-04-23-20-27-53:2,task-instruction,recipe_step,he ingredients of the drink is mixed evenly.,,,,scene_01__A003++seq__1eccd6dfd6b93888e9d1__2023-04-23-20-27-53,he,ingredients,manipulate,OakInk2,OakInk2,full,he ingredients of the drink is mixed evenly.,
recipe:scene_01__A003++seq__5a5d66e7a358b59c9fee__2023-04-21-20-23-45:2,task-instruction,recipe_step,The apple slices with cheese are baked.,,,,scene_01__A003++seq__5a5d66e7a358b59c9fee__2023-04-21-20-23-45,the,slices,manipulate,OakInk2,OakInk2,full,the apple slices with cheese are baked.,
recipe:scene_01__A003++seq__7c8015df8645965d920d__2023-04-21-21-05-08:0,task-instruction,recipe_step,Transfer large cube residues and liquid residues into the empty plates for cleaning the fryingpan.,,,,scene_01__A003++seq__7c8015df8645965d920d__2023-04-21-21-05-08,transfer,residues,merge,OakInk2,OakInk2,full,transfer large cube residues and liquid residues into the empty plates for cleaning the fryingpan.,
recipe:scene_01__A003++seq__86e2ac0670ffe6e031b8__2023-04-23-20-08-58:1,task-instruction,recipe_step,The drink is flavored by two spoonfuls of salt and two spoonfuls of honey.,,,,scene_01__A003++seq__86e2ac0670ffe6e031b8__2023-04-23-20-08-58,the,flavored,manipulate,OakInk2,OakInk2,full,the drink is flavored by two spoonfuls of salt and two spoonfuls of honey.,
recipe:scene_01__A003++seq__86e2ac0670ffe6e031b8__2023-04-23-20-08-58:2,task-instruction,recipe_step,The ingredients of the drink is mixed evenly.,,,,scene_01__A003++seq__86e2ac0670ffe6e031b8__2023-04-23-20-08-58,the,ingredients,manipulate,OakInk2,OakInk2,full,the ingredients of the drink is mixed evenly.,
recipe:scene_01__A003++seq__888432237275999c9f7d__2023-04-18-10-32-34:0,task-instruction,recipe_step,The bread slice is heated,,,,scene_01__A003++seq__888432237275999c9f7d__2023-04-18-10-32-34,the,heated,manipulate,OakInk2,OakInk2,full,the bread slice is heated,
recipe:scene_01__A003++seq__9f436c64de60cdc5d3b6__2023-04-21-19-23-21:1,task-instruction,recipe_step,The baked donut is dressed with four spoonfuls of sauces.,,,,scene_01__A003++seq__9f436c64de60cdc5d3b6__2023-04-21-19-23-21,the,dressed,manipulate,OakInk2,OakInk2,full,the baked donut is dressed with four spoonfuls of sauces.,
recipe:scene_01__A003++seq__a068789362978fe97452__2023-04-16-11-18-43:0,task-instruction,recipe_step,The dish has three sugar cubes put into it.,,,,scene_01__A003++seq__a068789362978fe97452__2023-04-16-11-18-43,the,put,manipulate,OakInk2,OakInk2,full,the dish has three sugar cubes put into it.,
recipe:scene_01__A003++seq__a068789362978fe97452__2023-04-16-11-18-43:1,task-instruction,recipe_step,The dish is transferred into the plate.,,,,scene_01__A003++seq__a068789362978fe97452__2023-04-16-11-18-43,the,transferred,manipulate,OakInk2,OakInk2,full,the dish is transferred into the plate.,
recipe:scene_01__A003++seq__a7a1a0cf7d90a9083013__2023-04-21-20-13-04:2,task-instruction,recipe_step,The donut with cheese has three spoonfuls of tomato sauce on its top.,,,,scene_01__A003++seq__a7a1a0cf7d90a9083013__2023-04-21-20-13-04,the,donut,manipulate,OakInk2,OakInk2,full,the donut with cheese has three spoonfuls of tomato sauce on its top.,
recipe:scene_01__A003++seq__d05b4bb16d00b45e48d9__2023-04-21-20-49-34:2,task-instruction,recipe_step,The sandwich is baked.,,,,scene_01__A003++seq__d05b4bb16d00b45e48d9__2023-04-21-20-49-34,the,baked,manipulate,OakInk2,OakInk2,full,the sandwich is baked.,
recipe:scene_01__A003++seq__d05b4bb16d00b45e48d9__2023-04-21-20-49-34:4,task-instruction,recipe_step,The tablewares are placed in position,,,,scene_01__A003++seq__d05b4bb16d00b45e48d9__2023-04-21-20-49-34,the,placed,manipulate,OakInk2,OakInk2,full,the tablewares are placed in position,
recipe:scene_01__A003++seq__e76b290b0440c2db3e27__2023-04-15-11-27-51:0,task-instruction,recipe_step,"The drink is prepared by mixing half a bowl brewed tea,  an apple slice and three sugar cubes.",,,,scene_01__A003++seq__e76b290b0440c2db3e27__2023-04-15-11-27-51,the,prepared,manipulate,OakInk2,OakInk2,full,"the drink is prepared by mixing half a bowl brewed tea, an apple slice and three sugar cubes.",
recipe:scene_01__A003++seq__e76b290b0440c2db3e27__2023-04-15-11-27-51:1,task-instruction,recipe_step,The drink is heated after evenly mixing all its ingredients.,,,,scene_01__A003++seq__e76b290b0440c2db3e27__2023-04-15-11-27-51,the,ingredients,manipulate,OakInk2,OakInk2,full,the drink is heated after evenly mixing all its ingredients.,
recipe:scene_01__A004++seq__95a63dbb3016c9502247__2023-04-28-19-33-36:0,task-instruction,recipe_step,The donut in the plated is heated by the microwave oven.,,,,scene_01__A004++seq__95a63dbb3016c9502247__2023-04-28-19-33-36,the,donut,manipulate,OakInk2,OakInk2,full,the donut in the plated is heated by the microwave oven.,
recipe:scene_01__A005++seq__65ef09f4bf2106cb735d__2023-04-24-20-20-31:0,task-instruction,recipe_step,"The drink is prepared by mixing a spoon of coffee powder, a spoon of honey and half a cup of water in order.",,,,scene_01__A005++seq__65ef09f4bf2106cb735d__2023-04-24-20-20-31,the,prepared,manipulate,OakInk2,OakInk2,full,"the drink is prepared by mixing a spoon of coffee powder, a spoon of honey and half a cup of water in order.",
recipe:scene_01__A005++seq__86fb02fdc014aad9042d__2023-04-15-16-00-57:2,task-instruction,recipe_step,The amounts of the required ingredients are measured accurately with the scale.,,,,scene_01__A005++seq__86fb02fdc014aad9042d__2023-04-15-16-00-57,the,amounts,manipulate,OakInk2,OakInk2,full,the amounts of the required ingredients are measured accurately with the scale.,
recipe:scene_01__O001++seq__7415df221fded77cf598__2023-04-13-20-38-59:0,task-instruction,recipe_step,"The sandwich is assembled from a bread slice, an apple slice and another bread slice.",,,,scene_01__O001++seq__7415df221fded77cf598__2023-04-13-20-38-59,the,assembled,manipulate,OakInk2,OakInk2,full,"the sandwich is assembled from a bread slice, an apple slice and another bread slice.",
recipe:scene_01__O001++seq__97fc3dab0aa577c392a5__2023-04-13-20-53-02:2,task-instruction,recipe_step,The drink has a sweet taste from sugar.,,,,scene_01__O001++seq__97fc3dab0aa577c392a5__2023-04-13-20-53-02,the,taste,manipulate,OakInk2,OakInk2,full,the drink has a sweet taste from sugar.,
recipe:scene_01__O001++seq__97fc3dab0aa577c392a5__2023-04-13-20-53-02:3,task-instruction,recipe_step,The drink is chilled with at least one ice cube.,,,,scene_01__O001++seq__97fc3dab0aa577c392a5__2023-04-13-20-53-02,the,chilled,manipulate,OakInk2,OakInk2,full,the drink is chilled with at least one ice cube.,
recipe:scene_02__A001++seq__7a72028294223f47a2ab__2023-04-18-14-45-56:0,task-instruction,recipe_step,"In a well-lit environment, open the laptop lid and turn on the power of the laptop.",,,,scene_02__A001++seq__7a72028294223f47a2ab__2023-04-18-14-45-56,in,lid,manipulate,OakInk2,OakInk2,full,"in a well-lit environment, open the laptop lid and turn on the power of the laptop.",
recipe:scene_02__A001++seq__a3323f998334c09c8f2f__2023-04-22-15-48-41:1,task-instruction,recipe_step,The laptop is powered and its lid is opened.,,,,scene_02__A001++seq__a3323f998334c09c8f2f__2023-04-22-15-48-41,the,powered,manipulate,OakInk2,OakInk2,full,the laptop is powered and its lid is opened.,
recipe:scene_02__A001++seq__cebe99032fc48d6e5bd9__2023-04-15-19-59-32:0,task-instruction,recipe_step,Power and open the laptop.,,,,scene_02__A001++seq__cebe99032fc48d6e5bd9__2023-04-15-19-59-32,power,laptop,manipulate,OakInk2,OakInk2,full,power and open the laptop.,
recipe:scene_02__A001++seq__f1029b6690be6153cd26__2023-04-15-19-54-18:1,task-instruction,recipe_step,Insert the usb receiver of the mouse.,,,,scene_02__A001++seq__f1029b6690be6153cd26__2023-04-15-19-54-18,insert,receiver,leave,OakInk2,OakInk2,full,insert the usb receiver of the mouse.,
